,id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,license
91538,51557773,Great Loft space in the Heart of Bushwick,24593942923,verified,Michael,Brooklyn,Bushwick,40.6975,-73.92998,United States,US,True,strict,Private room,2007.0,$260 ,$52 ,4.0,15.0,6/16/2019,1.05,5.0,1.0,35.0,"-NO smoking inside. You are welcome to smoke outside, but please be respectful if the kids are in the yard or garden. -NO candles or incense please! The gas stove should be the only indoor flame.  -We ask guests to maintain quiet from 9pm-9am and be respectful of noise levels during the day. You are welcome to have a few friends over for dinner, and we love noisy kids, but loud music or loud parties do not work well in this space.  -The original house and foundation are over 150 years old, and although we strive to keep it very clean the occasional mouse or animal has found it's way in (mostly behind the walls, so you might hear scratching although we are trying to seal all the foundation holes), so please keep food mess put away. -Please clean up messes that could stain or damage our carpets, furniture or bathroom. Hair dyeing and hair cuts are not allowed in the apartment as the wood and claw foot tub can stain very easily. -Please remove muddy, snowy or shoes with anything on them t",
56788,32365348,Designed Ideal room for WFH/Private Bath w.Laundry,61120509794,verified,Masaaki,Brooklyn,Bedford-Stuyvesant,40.67842,-73.94351,United States,US,False,moderate,Private room,2011.0,$248 ,$50 ,30.0,1.0,1/21/2022,0.68,5.0,10.0,338.0,,
63101,35852018,"Cozy UES Studio w/ Doorman, Gym and Pool #6127",20129356534,verified,MyNyHousing,Manhattan,East Harlem,40.78674,-73.94866,United States,US,True,flexible,Entire home/apt,2016.0,$338 ,$68 ,30.0,7.0,10/19/2021,0.24,4.0,48.0,352.0,,
96552,54327006,Home away from home,56735419195,verified,Joey,Brooklyn,Midwood,40.61615,-73.95997,United States,US,False,strict,Entire home/apt,2004.0,$479 ,$96 ,1.0,1.0,7/17/2018,0.08,4.0,1.0,0.0,,
97609,54910787,Modern loft in the best part of Bushwick.,48881299856,unconfirmed,Sobe,Brooklyn,Bushwick,40.70474,-73.9162,United States,US,False,flexible,Entire home/apt,2010.0,"$1,020 ",$204 ,2.0,1.0,8/14/2018,0.09,3.0,1.0,0.0,Like they are in their own home!!! Please respect! This is not a hotel! Be neat & clean,
7599,5198264,Cozy & clean private bedroom&bath-LGBTQIA welcome!,39214628136,verified,S,Queens,Forest Hills,40.71811,-73.83368,United States,US,True,flexible,Private room,2019.0,$487 ,$97 ,4.0,138.0,6/18/2019,2.69,3.0,1.0,342.0,,
46724,26807001,2 Family house in Brooklyn sleeps up to 23,82790417106,verified,Dem,Brooklyn,Bedford-Stuyvesant,40.68624,-73.92109,United States,US,False,moderate,Entire home/apt,2014.0,$489 ,$98 ,2.0,0.0,,,4.0,3.0,226.0,,
8484,5687049,Great room for couples on a budget!,10519360018,,Nicole,Queens,Long Island City,40.75235,-73.93714,United States,US,True,moderate,Private room,2008.0,$996 ,$199 ,1.0,4.0,7/28/2016,0.08,3.0,1.0,76.0,ABSOLUTELY NO SMOKING.,
75681,42799952,Beautiful 600 ft studio in Soho,91021207948,unconfirmed,Jonah,Manhattan,SoHo,40.72506,-74.00876,United States,US,True,strict,Entire home/apt,2010.0,"$1,166 ",$233 ,3.0,2.0,5/26/2019,0.82,3.0,1.0,0.0,,
84521,47682284,Beautiful new apt in Williamsburg,12383946085,verified,Chris,Brooklyn,Williamsburg,40.70589,-73.94749,United States,US,False,flexible,Private room,2015.0,$796 ,$159 ,7.0,1.0,3/18/2016,0.02,1.0,1.0,189.0,"Be respectful of all and communicate well enough so we can all enjoy your stay. Pets are invited in theory...we would have to talk about it before hand. Small , very small parties could work here. You could also use the outside under the grape vine",
38860,22463714,Cozy room in Doormen/Elev. bldg by Grand Central,62925832478,unconfirmed,Eric,Manhattan,Midtown,40.75294,-73.97105,United States,US,False,moderate,Private room,2017.0,$434 ,$87 ,5.0,1.0,2/20/2019,0.22,2.0,1.0,0.0,#NAME?,
27802,16356381,Authentic Brklyn Experience - Room C,35455684590,unconfirmed,Tia,Brooklyn,Canarsie,40.64942,-73.89783,United States,US,True,strict,Private room,2004.0,$886 ,$177 ,4.0,4.0,9/10/2018,0.22,2.0,4.0,37.0,"Smoking allowed outside, on grounds, pets under 10 lb sitting available additional charge and events possibly  pre aproved by owners,",
97518,54860527,Luxury studio on West 91st & Broadway,72597266717,verified,Pranjal,Manhattan,Upper West Side,40.79026,-73.97304,United States,US,True,moderate,Entire home/apt,2015.0,$55 ,$11 ,30.0,0.0,,,5.0,65.0,364.0,#NAME?,
81888,46228078,Home away from home,72725606593,verified,Vipul,Manhattan,Upper West Side,40.77141,-73.98862,United States,US,True,flexible,Shared room,2021.0,$892 ,$178 ,1.0,0.0,,,5.0,1.0,0.0,,
74598,42201811,Sonder | Stock Exchange | Pristine 1BR + Sofa Bed,57231262916,unconfirmed,Sonder (NYC),Manhattan,Financial District,40.70604,-74.01216,United States,US,False,flexible,Entire home/apt,2016.0,$194 ,$39 ,2.0,7.0,6/26/2019,2.59,2.0,327.0,294.0,,
74221,41993594,Red Door Townhouse — Heart of The Upper East Side,77629298554,unconfirmed,Jennifer,Manhattan,Upper East Side,40.77202,-73.95821,United States,US,False,flexible,Private room,2010.0,$115 ,$23 ,1.0,11.0,6/20/2019,2.92,5.0,1.0,81.0,,
96646,54378922,"Prime Location 67 St & 3 Ave, walk to Central Park",92653691302,verified,Irina,Manhattan,Upper East Side,40.76663,-73.96171,United States,US,False,flexible,Entire home/apt,2006.0,"$1,052 ",$210 ,4.0,4.0,4/2/2019,0.35,3.0,1.0,2.0,,
67236,38135779,NY HUDSON YARD DOUBLE ROOM-NON SMOKING,90649801864,verified,Hudson River,Manhattan,Hell's Kitchen,40.75434,-73.99818,United States,US,True,moderate,Private room,2008.0,$619 ,$124 ,30.0,14.0,6/17/2020,0.37,3.0,10.0,365.0,,
28267,16613200,Cozy In Clinton Hill,54368089639,verified,Ashley,Brooklyn,Clinton Hill,40.68318,-73.96624,United States,US,False,moderate,Entire home/apt,2020.0,$837 ,$167 ,21.0,0.0,,,2.0,1.0,0.0,"Clean, no house parties, no smoking, respectful of owner's home :)",
89790,50592353,near Williamsburg/Manhattan/ Greenpoint - 1 b/1b,96490873492,unconfirmed,Gino,Brooklyn,Greenpoint,40.72388,-73.9404,United States,US,True,flexible,Entire home/apt,2008.0,$688 ,$138 ,3.0,0.0,,,5.0,2.0,364.0,,
87454,49302180,Comfy Room in Amazing East Village Apt,64095677866,unconfirmed,Casey,Manhattan,East Village,40.72309,-73.98428,United States,US,False,moderate,Private room,2010.0,"$1,086 ",$217 ,1.0,2.0,11/6/2016,0.05,5.0,2.0,188.0,"- Please keep the house exactly like you found it. Please don't leave a mess. Please don't leave things dirty. - If you use the bathroom, clean or wipe things down (there will be a cloth to wipe off excess water, etc.) - If you use the kitchen, please clean dishes and wipe things down as well - No guest allowed - you can meet friends at other venues - Shoes off in the apartment - please leave by the door. If you would like please bring some slippers. - Please keep things quiet after 10pm - If you smoke, you must go outside! NO smoking inside! - If you cook, turn the fan on above the stove - If you watch TV, turn it off when you are done. - Please use your common sense, and if you are not sure, ask... - Remember, this is my house - so try to treat it with respect. - if the parking pass is not returned, you will be charged the full amount of the deposit",
41985,24189652,Sonder | Stock Exchange | Modern Studio + Laundry,17906845199,unconfirmed,Sonder (NYC),Manhattan,Financial District,40.70598,-74.01193,United States,US,True,flexible,Entire home/apt,2006.0,$957 ,$191 ,2.0,15.0,6/21/2019,4.21,2.0,327.0,325.0,"Please be respectful of other guests.  Keep the common areas clean and pick up after your self.  No loud music after 10:00PM.  It is a safe neighborhood but please, keep doors locked for safety  No smoking in the house (smoking is allowed on the front or back decks).",
97430,54811925,Large Room In Prestigious Neighborhood Of SI,20330111542,unconfirmed,Alexander,Staten Island,Grymes Hill,40.6157,-74.0985,United States,US,True,flexible,Private room,2011.0,$558 ,$112 ,1.0,1.0,11/4/2018,0.12,4.0,1.0,65.0,,
74865,42349276,Private room close to the Central Park,28058970899,unconfirmed,Eugene,Manhattan,Harlem,40.82786,-73.94845,United States,US,True,moderate,Private room,2012.0,$842 ,$168 ,2.0,11.0,6/21/2019,4.18,3.0,2.0,64.0,,
99678,56053495,Williamsburg/Bedstuy Creative Loft,73723465167,verified,Nkoli,Brooklyn,Williamsburg,40.70005,-73.95101,United States,US,False,strict,Entire home/apt,2006.0,$863 ,$173 ,1.0,1.0,10/6/2018,0.11,1.0,1.0,88.0,,
31181,18222602,Two room suite 1min from subway 20min to Manhattan,40348959739,unconfirmed,Reina,Brooklyn,Bedford-Stuyvesant,40.68915,-73.95623,United States,US,False,moderate,Private room,2007.0,$645 ,$129 ,1.0,64.0,6/12/2019,4.33,2.0,7.0,278.0,,
95746,53881852,5min to JFK! Private Suite TwinBeds New home R1,64536588224,verified,Johann,Queens,Jamaica,40.69252,-73.80272,United States,US,True,moderate,Private room,2018.0,$206 ,$41 ,1.0,23.0,5/28/2019,1.75,2.0,4.0,114.0,,
25050,14836451,Wingate Manhattan Midtown (#2),43196617909,unconfirmed,Celeste,Manhattan,Midtown,40.75211,-73.99228,United States,US,False,strict,Private room,2012.0,$157 ,$31 ,1.0,1.0,1/1/2018,0.05,3.0,2.0,0.0,This is a non smoking apartment. No l,
77609,43864787,LADIES ONLY!! Privacy in a shared space :),60838993593,verified,J,Brooklyn,Bushwick,40.69533,-73.90889,United States,US,False,moderate,Shared room,2020.0,"$1,106 ",$221 ,1.0,103.0,5/1/2019,4.02,2.0,4.0,133.0,,
36909,21386177,Chelsea Apartment,89099743866,verified,Ned,Manhattan,Chelsea,40.74165,-73.99968,United States,US,True,flexible,Entire home/apt,2004.0,"$1,195 ",$239 ,2.0,47.0,6/24/2019,5.38,4.0,1.0,101.0,,
100597,56561059,Cozy in Cobble Hill,45616640618,unconfirmed,Karen,Brooklyn,Carroll Gardens,40.68577,-73.9928,United States,US,True,flexible,Entire home/apt,2019.0,$205 ,$41 ,2.0,0.0,,,2.0,1.0,0.0,"We expect respect during the workweek as any other working professional would! Otherwise enjoy have fun, go out and enjoy what Boston has to offer. Also for Parties and events we love to have everything pre-cleared with us. Thanks!",
7888,5357878,In The Middle of It All!,68942438518,verified,Mark,Brooklyn,Boerum Hill,40.68686,-73.98231,United States,US,True,strict,Entire home/apt,2010.0,$129 ,$26 ,10.0,2.0,10/12/2015,0.04,2.0,1.0,361.0,"PLEASE  NOTE: • 6.25% MA State Sales Tax is already incorporated into the room rate and extra guest fees. • The total listed as the cleaning fee is comprised of a $119 cleaning fee and a $39 damage protection plan which provides $3,000 worth of coverage for accidental damage to the property during the stay. There is no smoking allowed in the boat. Use of illegal substances will be cause for immediate termination of the rental and reported to the police. All pets must be on a leash when outside the boat.  Quiet hours are between 9:30pm and 8am.  Noise must be kept to a minimum during this time period.",
5005,3765598,Charming 1 Bed in Trendy Location!,40938119107,unconfirmed,Morgan,Manhattan,East Village,40.72974,-73.98372,United States,US,True,moderate,Entire home/apt,2009.0,$393 ,$79 ,2.0,5.0,8/20/2015,0.08,5.0,1.0,129.0,"-We simply ask you to feel like you are in your own home, and respect the condo and neighbors.   - A copy/scan of a photo ID or an AirBNB ID verification will be required to receive keys.  -No pets, no smoking and no party, no extra parties/guests in the Condo -that are not part of your reservation.   - Please note our check in time: 3:00 PM (or anytime later) and Check out time: 10:00 AM. If you absolutely must check-in during the morning, please message us first.  -Our condo is best for 2 people, but we can certainly accommodate a 3rd person without an extra-person fee!  Let us know first if you have 3 guests and we can bring a floor mattress.",
20047,12073294,Apartment 5A,24473523729,verified,Ridhima,Manhattan,Gramercy,40.73204,-73.98364,United States,US,True,strict,Private room,2016.0,$746 ,$149 ,1.0,16.0,5/27/2019,0.5,4.0,1.0,0.0,No smoking. No parties. Please be respectful of our neighbors.,
59368,33790282,"Super Cute, Cozy, & Convenient...",21656784549,unconfirmed,Jamel,Brooklyn,East Flatbush,40.64937,-73.93525,United States,US,True,strict,Private room,2021.0,$635 ,$127 ,2.0,69.0,1/1/2022,1.36,3.0,1.0,359.0,,
52067,29757940,Personal spa retreat in Brooklyn basement,27600220435,unconfirmed,Alexander,Brooklyn,Bedford-Stuyvesant,40.69598,-73.94185,United States,US,False,flexible,Entire home/apt,2014.0,$764 ,$153 ,3.0,55.0,2/23/2022,2.14,3.0,1.0,148.0,,
12706,8018860,Unique Duplex Loft Private Roof,3306629836,unconfirmed,Lindsee And Peter,Manhattan,Nolita,40.72116,-73.9959,United States,US,False,flexible,Entire home/apt,2009.0,$502 ,$100 ,2.0,23.0,6/4/2019,0.64,5.0,1.0,228.0,"No smoking please, no pets to protect our hardwood floors. Children under 18 to be supervised at all times. Each bedroom accommodates 2 people",
64178,36446845,"West Village Gorgeous, Modern 4 Beds 4 Baths #6103",97956553482,verified,Hannah,Manhattan,Greenwich Village,40.73351,-73.99961,United States,US,True,moderate,Entire home/apt,2011.0,$120 ,$24 ,30.0,4.0,8/31/2021,0.17,5.0,7.0,186.0,,
57452,32732076,Spacious Sun Filled 1-Bedroom in Carroll Gardens,98370478826,verified,Shayna,Brooklyn,Carroll Gardens,40.68339,-73.99624,United States,US,False,strict,Entire home/apt,2015.0,"$1,043 ",$209 ,2.0,2.0,1/12/2022,0.95,4.0,1.0,248.0,,
2129,2177183,Upper West Side Pied A Terre /NYC,50526415904,unconfirmed,Matthew,Manhattan,Upper West Side,40.80014,-73.9637,United States,US,False,strict,Entire home/apt,2014.0,$464 ,$93 ,2.0,61.0,6/23/2019,0.8,3.0,1.0,59.0,,
90750,51122561,Cosy  1 bed basement Apartment,67115167740,verified,Pearline,Brooklyn,East Flatbush,40.64342,-73.94037,United States,US,False,moderate,Entire home/apt,2010.0,$601 ,$120 ,1.0,82.0,6/9/2019,3.16,1.0,1.0,179.0,,
59174,33683136,"Basic room in Downtown, close to everywhere",31994124165,unconfirmed,Lucy,Manhattan,Chinatown,40.71756,-73.99642,United States,US,False,moderate,Private room,2005.0,$505 ,$101 ,1.0,1.0,1/2/2022,0.48,2.0,,149.0,,
94197,53026339,One Bed Room in Financial District,30588977803,unconfirmed,Amy,Manhattan,Financial District,40.70615,-74.00752,United States,US,False,strict,Entire home/apt,2022.0,$117 ,$23 ,30.0,1.0,12/29/2018,0.16,3.0,1.0,233.0,"quiet after midnight, no smoking on premises (smoke on the sidewalk only, cigarette smoke goes into open windows and the building is full of non-smokers), no guests",
97453,54824628,"Cozy Kensington room by F,G, B16, B35 :))",77667335888,verified,Chadanut,Brooklyn,Kensington,40.64205,-73.98049,United States,US,True,strict,Private room,2003.0,"$1,126 ",$225 ,1.0,19.0,6/22/2019,1.69,2.0,11.0,28.0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.  Parties and smoking are not allowed under any circumstances and incur significant fees. Pets may be considered with pre-approval and an additional pet fee.",
102554,6070345,Beautiful Private Room,47602000155,verified,Christina,Brooklyn,East New York,40.6724,-73.88118,United States,US,False,moderate,Private room,2009.0,$533 ,$107 ,20.0,29.0,3/30/2019,0.59,4.0,3.0,309.0,No pets. No smoking. Please :),
65695,37284685,Water View King Bed Hotel Room,80834373535,verified,Justin,Manhattan,Financial District,40.70619,-74.00555,United States,US,False,moderate,Private room,2022.0,$223 ,,1.0,4.0,4/24/2021,0.33,3.0,102.0,52.0,,
48504,27790095,Fresh & Bright Private Room near J train,20136396874,unconfirmed,Timothy,Brooklyn,Bushwick,40.6878,-73.91506,United States,US,True,moderate,Private room,2012.0,"$1,005 ",$201 ,4.0,0.0,,,4.0,7.0,,"Be courteous and respectful to people in the house. We like to keep it clean and tidy, so your help in keeping your areas clean is much appreciated.",
21284,12756489,UES(mini loft)Clean flex room (Female Only),73779583243,verified,Eun M,Manhattan,Upper East Side,40.77759,-73.95321,United States,US,False,strict,Private room,2022.0,$940 ,$188 ,1.0,133.0,6/19/2019,4.52,2.0,1.0,43.0,No smoking. Please respect our neighbors.,
87561,49361276,Sunny and spacious apartment in Brooklyn,49448761135,verified,Aris,Brooklyn,Greenpoint,40.73273,-73.95764,United States,US,False,strict,Private room,2009.0,$666 ,$133 ,4.0,30.0,6/25/2018,0.83,1.0,2.0,0.0,Please do not smoke. Be respectful of the other guests.,
72962,41298249,Private Tent - Shared Room (Bed-2),57802122519,unconfirmed,Claudia,Queens,Corona,40.73977,-73.85777,United States,US,False,strict,Shared room,2022.0,$698 ,$140 ,1.0,34.0,9/21/2018,0.76,1.0,4.0,362.0,,
97288,54733498,Cozy Private Twin Room 5 min LaGuardia LGA Airport,64339190409,unconfirmed,Kais,Queens,Ditmars Steinway,40.77214,-73.89169,United States,US,True,strict,Private room,2013.0,$342 ,$68 ,1.0,39.0,7/4/2019,3.38,2.0,4.0,353.0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",
65794,37339362,ROOM B,49461750538,verified,Andy&Chai,Queens,Flushing,40.75762,-73.81478,United States,US,False,moderate,Private room,2005.0,$92 ,$18 ,3.0,16.0,4/3/2021,0.63,5.0,3.0,0.0,,
70922,40171557,Charming BK Townhouse Home by Highland Park!,36298135560,verified,Megan,Brooklyn,Cypress Hills,40.68505,-73.8718,United States,US,True,strict,Entire home/apt,2008.0,$53 ,$11 ,2.0,78.0,6/30/2019,2.49,3.0,1.0,185.0,,
